ID;Área;Equipamento;QT_UN_APREENDIDAS;QT_UN_LACRADAS;QT_UN_RETIDAS;Valor Estimado;QT_UN_RETIRADAS;Mês;Data;DT_EXTRACAO;Ano
36246;4-Aduana;Outros;;42014;;252084,00;42014;dez;18/12/2020;28/12/2021;2020
26307;4-Aduana;Equipamento de Radiação Restrita;;27;;13500,00;27;dez;18/12/2020;28/12/2021;2020
36246;4-Aduana;Bloqueador de sinal (Jammer);;8;;8000,00;8;dez;18/12/2020;28/12/2021;2020
36246;4-Aduana;Decodificador de sinal para SeAC;;12;;6000,00;12;dez;18/12/2020;28/12/2021;2020
26307;4-Aduana;Bloqueador de sinal (Jammer);;23;;23000,00;23;dez;18/12/2020;28/12/2021;2020
42728;4-Aduana;SmartTV Box;25000;;;7500000,00;25000;out;25/10/2020;28/12/2021;2020
26307;4-Aduana;Outros;;10220;;112500,00;10220;dez;18/12/2020;28/12/2021;2020
75654;3-E-commerce;Outros;;2144;;361281,00;2144;nov;21/11/2021;28/12/2021;2021
75654;3-E-commerce;Outros;;3910;;492948,38;3910;nov;21/11/2021;28/12/2021;2021
74595;4-Aduana;SmartTV Box;;;4800;1440000,00;4800;set;28/09/2021;28/12/2021;2021
75654;3-E-commerce;Outros;;3876;;455806,11;3876;nov;21/11/2021;28/12/2021;2021
40168;2-Provedores de SCM;Equipamento de Rede de Dados;1;4;;5000,00;5;out;05/10/2021;28/12/2021;2021
36246;4-Aduana;SmartTV Box;;122;;36600,00;122;dez;18/12/2020;28/12/2021;2020
40168;2-Provedores de SCM;Equipamento óptico;190;1;;4000,00;191;out;05/10/2021;28/12/2021;2021
39736;1-Comércio;Equipamento de Radiação Restrita;;1;;200000,00;1;jun;22/06/2021;28/12/2021;2021
42422;1-Comércio;Celular e acessórios;;15143;;181716,00;15143;dez;18/12/2020;28/12/2021;2020
42377;4-Aduana;Equipamento de Radiação Restrita;2000;;;280000,00;2000;out;25/10/2020;28/12/2021;2020
42422;1-Comércio;SmartTV Box;;35;;9800,00;35;dez;18/12/2020;28/12/2021;2020
44283;4-Aduana;SmartTV Box;;500;;150000,00;500;dez;13/12/2020;28/12/2021;2020
42377;4-Aduana;SmartTV Box;4000;;;1200000,00;4000;out;25/10/2020;28/12/2021;2020
44167;1-Comércio;Celular e acessórios;;6274;;94000,00;6274;dez;16/12/2020;28/12/2021;2020
71997;4-Aduana;Outros;15;;;;15;jul;26/07/2021;28/12/2021;2021
36246;4-Aduana;Reforçador de sinal;;23;;11500,00;23;dez;18/12/2020;28/12/2021;2020
36246;4-Aduana;Celular e acessórios;;37;;37000,00;37;dez;18/12/2020;28/12/2021;2020
48904;4-Aduana;SmartTV Box;;;9;4500,00;9;set;01/09/2021;28/12/2021;2021
36246;4-Aduana;Outros;;4415;;445500,00;4415;dez;18/12/2020;28/12/2021;2020
42074;4-Aduana;Equipamento de Radiação Restrita;12490;;;3747000,00;12490;out;23/10/2020;28/12/2021;2020
36246;4-Aduana;Equipamento de Radiação Restrita;;1537;;458100,00;1537;dez;18/12/2020;28/12/2021;2020
42074;4-Aduana;SmartTV Box;6500;;;2400000,00;6500;out;23/10/2020;28/12/2021;2020
36246;4-Aduana;Cabo Óptico;;27;;13500,00;27;dez;18/12/2020;28/12/2021;2020
48906;4-Aduana;Equipamento de Rede de Dados;;;5;5000,00;5;nov;03/11/2021;28/12/2021;2021
48906;4-Aduana;Equipamento de Radiação Restrita;;;217;36000,00;217;nov;03/11/2021;28/12/2021;2021
48906;4-Aduana;SmartTV Box;;;50;10000,00;50;nov;03/11/2021;28/12/2021;2021
48906;4-Aduana;Outros;;;10;4000,00;10;nov;03/11/2021;28/12/2021;2021
48906;4-Aduana;Equipamento óptico;;;574;24500,00;574;nov;03/11/2021;28/12/2021;2021
48906;4-Aduana;Reforçador de sinal;;;1;500,00;1;nov;03/11/2021;28/12/2021;2021
48905;4-Aduana;Reforçador de sinal;;;1;500,00;1;set;29/09/2021;28/12/2021;2021
48905;4-Aduana;Equipamento de Radiação Restrita;;;437;132400,00;437;set;29/09/2021;28/12/2021;2021
48905;4-Aduana;SmartTV Box;;;41;12300,00;41;set;29/09/2021;28/12/2021;2021
48904;4-Aduana;Outros;;;15;5800,00;15;set;01/09/2021;28/12/2021;2021
48905;4-Aduana;Equipamento óptico;;;737;25700,00;737;set;29/09/2021;28/12/2021;2021
48905;4-Aduana;Outros;;;13;8000,00;13;set;29/09/2021;28/12/2021;2021
50054;4-Aduana;Equipamento de Radiação Restrita;;;6000;180000,00;6000;fev;22/02/2021;28/12/2021;2021
48905;4-Aduana;Bloqueador de sinal (Jammer);;;1;6000,00;1;set;29/09/2021;28/12/2021;2021
51016;4-Aduana;Equipamento de Radiação Restrita;;;10500;2100000,00;10500;fev;22/02/2021;28/12/2021;2021
61031;4-Aduana;Decodificador de sinal para SeAC;;;17000;8500000,00;17000;jun;14/06/2021;28/12/2021;2021
71106;4-Aduana;SmartTV Box;;;1000;300000,00;1000;jun;21/06/2021;28/12/2021;2021
60562;4-Aduana;SmartTV Box;;;1500;450000,00;1500;jun;03/06/2021;28/12/2021;2021
71267;4-Aduana;SmartTV Box;;;40000;12000000,00;40000;jun;21/06/2021;28/12/2021;2021
71865;4-Aduana;SmartTV Box;12978;;;15441480,00;12978;jul;19/07/2021;28/12/2021;2021
55787;4-Aduana;Decodificador de sinal para SeAC;;;150;22500,00;150;mai;14/05/2021;28/12/2021;2021
71269;4-Aduana;Equipamento de Radiação Restrita;;;10000;975000,00;10000;jun;22/06/2021;28/12/2021;2021
53251;4-Aduana;SmartTV Box;;;198;59400,00;198;mai;03/05/2021;28/12/2021;2021
71997;4-Aduana;Equipamento de Rede de Dados;3;;;;3;jul;26/07/2021;28/12/2021;2021
51018;4-Aduana;SmartTV Box;;;1080;324000,00;1080;mar;01/03/2021;28/12/2021;2021
50054;4-Aduana;Equipamento de Radiação Restrita;;;15000;450000,00;15000;fev;22/02/2021;28/12/2021;2021
51018;4-Aduana;Equipamento de Radiação Restrita;;;500;75000,00;500;mar;01/03/2021;28/12/2021;2021
51905;4-Aduana;Equipamento de Radiação Restrita;;36750;;1522500,00;36750;abr;12/04/2021;28/12/2021;2021
50054;4-Aduana;Equipamento de Radiação Restrita;;;2500;87500,00;2500;fev;22/02/2021;28/12/2021;2021
51161;4-Aduana;SmartTV Box;;;30000;7500000,00;30000;fev;23/02/2021;28/12/2021;2021
36246;4-Aduana;Equipamento de Rede de Dados;;232;;116000,00;232;dez;18/12/2020;28/12/2021;2020
48907;4-Aduana;Outros;;;8;4000,00;8;nov;30/11/2021;28/12/2021;2021
48907;4-Aduana;SmartTV Box;;;6;1800,00;6;nov;30/11/2021;28/12/2021;2021
50060;4-Aduana;SmartTV Box;;;1000;300000,00;1000;mar;11/03/2021;28/12/2021;2021
73470;4-Aduana;SmartTV Box;;;14342;16222220,00;14342;ago;23/08/2021;28/12/2021;2021
48907;4-Aduana;Equipamento de Radiação Restrita;;;130;17200,00;130;nov;30/11/2021;28/12/2021;2021
42817;4-Aduana;SmartTV Box;16560;;;4968000,00;16560;nov;03/11/2020;28/12/2021;2020
48907;4-Aduana;Celulares;;;3;3000,00;3;nov;30/11/2021;28/12/2021;2021
48903;4-Aduana;Equipamento de Radiação Restrita;;;188;53700,00;188;ago;04/08/2021;28/12/2021;2021
48903;4-Aduana;Outros;;;11;2800,00;11;ago;04/08/2021;28/12/2021;2021
48903;4-Aduana;Outros;;;70;21300,00;70;ago;04/08/2021;28/12/2021;2021
48907;4-Aduana;Equipamento de Rede de Dados;;;3;900,00;3;nov;30/11/2021;28/12/2021;2021
48907;4-Aduana;Equipamento óptico;;;341;15500,00;341;nov;30/11/2021;28/12/2021;2021
60102;4-Aduana;Equipamento óptico;;;400;136000,00;400;jun;12/06/2021;28/12/2021;2021
48907;4-Aduana;Cabo Óptico;;;1;200,00;1;nov;30/11/2021;28/12/2021;2021
74785;4-Aduana;Decodificador de sinal para SeAC;;;5995;4106575,00;5995;set;27/09/2021;28/12/2021;2021
77694;4-Aduana;Decodificador de sinal para SeAC;;;18000;9000000,00;18000;nov;29/11/2021;28/12/2021;2021
75539;4-Aduana;Decodificador de sinal para SeAC;;;14920;10444000,00;14920;out;13/10/2021;28/12/2021;2021
77966;4-Aduana;SmartTV Box;;;400;120000,00;400;dez;09/12/2021;28/12/2021;2021
78188;4-Aduana;Decodificador de sinal para SeAC;;;13480;7000000,00;13480;dez;24/12/2021;28/12/2021;2021
74964;1-Comércio;Outros;40;39;;80000,00;79;dez;06/12/2021;28/12/2021;2021
77968;4-Aduana;Decodificador de sinal para SeAC;;;18000;9000000,00;18000;dez;09/12/2021;28/12/2021;2021
48903;4-Aduana;Equipamento de Rede de Dados;;;7;2100,00;7;ago;04/08/2021;28/12/2021;2021
71460;2-Provedores de SCM;Equipamento de Rede de Dados;2;;;3000,00;2;jul;23/07/2021;28/12/2021;2021
72026;4-Aduana;Decodificador de sinal para SeAC;155;;;70000,00;155;jul;23/07/2021;28/12/2021;2021
60610;4-Aduana;SmartTV Box;;;1000;300000,00;1000;jun;08/06/2021;28/12/2021;2021
72026;4-Aduana;SmartTV Box;5;;;3000,00;5;jul;23/07/2021;28/12/2021;2021
74647;4-Aduana;Decodificador de sinal para SeAC;;;5998;7797400,00;5998;set;27/09/2021;28/12/2021;2021
60105;4-Aduana;Equipamento óptico;;;1000;120000,00;1000;jun;12/06/2021;28/12/2021;2021
72028;4-Aduana;Decodificador de sinal para SeAC;;;1019;764250,00;1019;ago;02/08/2021;28/12/2021;2021
50960;4-Aduana;SmartTV Box;;;960;1152000,00;960;fev;21/02/2021;28/12/2021;2021
44280;4-Aduana;SmartTV Box;;2000;;600000,00;2000;dez;13/12/2020;28/12/2021;2020
44260;1-Comércio;Celular e acessórios;;1241;;18615,00;1241;dez;18/12/2020;28/12/2021;2020
48864;4-Aduana;Equipamento de Radiação Restrita;;;1;2000,00;1;jan;31/01/2021;28/12/2021;2021
48879;4-Aduana;Equipamento óptico;;;75;7500,00;75;ago;04/08/2021;28/12/2021;2021
44256;4-Aduana;Outros;;3000;;900000,00;3000;dez;13/12/2020;28/12/2021;2020
48864;4-Aduana;;;;375;9375,00;375;jan;31/01/2021;28/12/2021;2021
44001;1-Comércio;Equipamento óptico;;212250;;1544200,00;212250;jun;03/06/2021;28/12/2021;2021
43188;4-Aduana;SmartTV Box;8750;;;2625000,00;8750;nov;17/11/2020;28/12/2021;2020
43892;4-Aduana;SmartTV Box;1800;;;540000,00;1800;dez;04/12/2020;28/12/2021;2020
43185;4-Aduana;SmartTV Box;600;;;180000,00;600;nov;17/11/2020;28/12/2021;2020
43968;4-Aduana;SmartTV Box;4000;;;1200000,00;4000;dez;07/12/2020;28/12/2021;2020
43968;4-Aduana;Equipamento de Radiação Restrita;2800;;;518000,00;2800;dez;07/12/2020;28/12/2021;2020
48879;4-Aduana;Antena;;;4;800,00;4;ago;04/08/2021;28/12/2021;2021
43968;4-Aduana;Outros;1500;;;285000,00;1500;dez;07/12/2020;28/12/2021;2020
48890;4-Aduana;Equipamento de Radiação Restrita;;;1;1000,00;1;nov;30/11/2021;28/12/2021;2021
48899;4-Aduana;Equipamento óptico;;1168;;25400,00;1168;abr;05/04/2021;28/12/2021;2021
48899;4-Aduana;SmartTV Box;;4;;1200,00;4;abr;05/04/2021;28/12/2021;2021
48897;4-Aduana;Reforçador de sinal;;;1;500,00;1;jan;31/01/2021;28/12/2021;2021
48899;4-Aduana;Equipamento de Radiação Restrita;;170;;17000,00;170;abr;05/04/2021;28/12/2021;2021
48903;4-Aduana;Equipamento óptico;;;654;20000,00;654;ago;04/08/2021;28/12/2021;2021
48897;4-Aduana;Decodificador de sinal para SeAC;;;3;900,00;3;jan;31/01/2021;28/12/2021;2021
48899;4-Aduana;Equipamento de Rede de Dados;;3;;1500,00;3;abr;05/04/2021;28/12/2021;2021
48897;4-Aduana;Equipamento de Rede de Dados;;;1;2000,00;1;jan;31/01/2021;28/12/2021;2021
48903;4-Aduana;Bloqueador de sinal (Jammer);;;1;8000,00;1;ago;04/08/2021;28/12/2021;2021
48896;4-Aduana;SmartTV Box;;;600;180000,00;600;jan;19/01/2021;28/12/2021;2021
48884;4-Aduana;Equipamento de Radiação Restrita;;;4;8000,00;4;out;01/10/2021;28/12/2021;2021
48897;4-Aduana;SmartTV Box;;;11;3300,00;11;jan;31/01/2021;28/12/2021;2021
48897;4-Aduana;Equipamento óptico;;;935;13900,00;935;jan;31/01/2021;28/12/2021;2021
48879;4-Aduana;Bloqueador de sinal (Jammer);;;2;10000,00;2;ago;04/08/2021;28/12/2021;2021
48897;4-Aduana;Equipamento de Radiação Restrita;;;200;20000,00;200;jan;31/01/2021;28/12/2021;2021
50054;4-Aduana;Equipamento de Radiação Restrita;;;2000;60000,00;2000;fev;22/02/2021;28/12/2021;2021
48898;4-Aduana;Equipamento óptico;;;1376;26000,00;1376;mar;01/03/2021;28/12/2021;2021
42815;4-Aduana;Equipamento de Radiação Restrita;18888;;;944400,00;18888;nov;08/11/2020;28/12/2021;2020
48866;4-Aduana;Reforçador de sinal;;1;;1000,00;1;mar;01/03/2021;28/12/2021;2021
42815;4-Aduana;SmartTV Box;38798;;;11639400,00;38798;nov;08/11/2020;28/12/2021;2020
37870;1-Comércio;Celulares;43;;;8600,00;43;out;08/10/2021;28/12/2021;2021
48893;4-Aduana;SmartTV Box;;;4;1200,00;4;dez;23/12/2021;28/12/2021;2021
42768;4-Aduana;SmartTV Box;8000;;;2400000,00;8000;nov;03/11/2020;28/12/2021;2020
48866;4-Aduana;Equipamento de Radiação Restrita;;103;;10300,00;103;mar;01/03/2021;28/12/2021;2021
43705;1-Comércio;SmartTV Box;;2;;695,00;2;dez;10/12/2020;28/12/2021;2020
42072;4-Aduana;SmartTV Box;6000;;;1800000,00;6000;out;21/10/2020;28/12/2021;2020
43705;1-Comércio;Outros;;725;;217500,00;725;dez;10/12/2020;28/12/2021;2020
48893;4-Aduana;Outros;;;50;5000,00;50;dez;23/12/2021;28/12/2021;2021
39030;1-Comércio;Outros;8;;;5000,00;8;set;14/09/2021;28/12/2021;2021
42569;1-Comércio;Equipamento óptico;;4100;;19680,00;4100;mai;26/05/2021;28/12/2021;2021
48898;4-Aduana;Equipamento de Radiação Restrita;;;101;23500,00;101;mar;01/03/2021;28/12/2021;2021
48898;4-Aduana;Equipamento de Rede de Dados;;;1;500,00;1;mar;01/03/2021;28/12/2021;2021
48881;4-Aduana;Equipamento de Radiação Restrita;;;1;1000,00;1;ago;30/08/2021;28/12/2021;2021
42539;4-Aduana;SmartTV Box;27240;;;8172000,00;27240;nov;03/11/2020;28/12/2021;2020
42537;4-Aduana;SmartTV Box;960;;;1152000,00;960;nov;03/11/2020;28/12/2021;2020
48898;4-Aduana;SmartTV Box;;;2;1000,00;2;mar;01/03/2021;28/12/2021;2021
48875;4-Aduana;Equipamento de Rede de Dados;;;5;2500,00;5;jun;02/06/2021;28/12/2021;2021
48875;4-Aduana;Reforçador de sinal;;;50;20000,00;50;jun;02/06/2021;28/12/2021;2021
48881;4-Aduana;Equipamento óptico;;;50;5000,00;50;ago;30/08/2021;28/12/2021;2021
48904;4-Aduana;Bloqueador de sinal (Jammer);;;2;14000,00;2;set;01/09/2021;28/12/2021;2021
48875;4-Aduana;Equipamento de Radiação Restrita;;;266;47000,00;266;jun;02/06/2021;28/12/2021;2021
48875;4-Aduana;Equipamento óptico;;;40;4000,00;40;jun;02/06/2021;28/12/2021;2021
48868;4-Aduana;Equipamento de Radiação Restrita;;1;;500,00;1;abr;05/04/2021;28/12/2021;2021
42569;1-Comércio;Equipamento óptico;;1000;;4743,70;1000;mai;26/05/2021;28/12/2021;2021
42568;1-Comércio;Equipamento de Radiação Restrita;;;27;17550,00;27;mar;01/03/2021;28/12/2021;2021
48898;4-Aduana;;;;1;1000,00;1;mar;01/03/2021;28/12/2021;2021
42568;1-Comércio;Equipamento de Radiação Restrita;;;17;5100,00;17;mar;01/03/2021;28/12/2021;2021
42569;1-Comércio;Equipamento óptico;;2;;183,72;2;mai;26/05/2021;28/12/2021;2021
48900;4-Aduana;Equipamento de Radiação Restrita;;;134;67000,00;134;mai;05/05/2021;28/12/2021;2021
48902;4-Aduana;SmartTV Box;;;15;4500,00;15;jul;05/07/2021;28/12/2021;2021
48893;4-Aduana;Equipamento óptico;;;20;2000,00;20;dez;23/12/2021;28/12/2021;2021
48902;4-Aduana;Equipamento de Radiação Restrita;;;125;28200,00;125;jul;05/07/2021;28/12/2021;2021
48900;4-Aduana;Outros;;;2;1000,00;2;mai;05/05/2021;28/12/2021;2021
48900;4-Aduana;Equipamento de Rede de Dados;;;5;1000,00;5;mai;05/05/2021;28/12/2021;2021
48901;4-Aduana;Equipamento óptico;;;2929;53300,00;2929;mai;31/05/2021;28/12/2021;2021
48902;4-Aduana;Outros;;;31;13500,00;31;jul;05/07/2021;28/12/2021;2021
44278;4-Aduana;SmartTV Box;;2;;600,00;2;dez;13/12/2020;28/12/2021;2020
48901;4-Aduana;SmartTV Box;;;7;2100,00;7;mai;31/05/2021;28/12/2021;2021
48901;4-Aduana;Equipamento de Rede de Dados;;;1;2000,00;1;mai;31/05/2021;28/12/2021;2021
48901;4-Aduana;Outros;;;4;2000,00;4;mai;31/05/2021;28/12/2021;2021
48901;4-Aduana;Reforçador de sinal;;;1;500,00;1;mai;31/05/2021;28/12/2021;2021
73189;4-Aduana;Decodificador de sinal para SeAC;;;20000;10000000,00;20000;ago;23/08/2021;28/12/2021;2021
48902;4-Aduana;Equipamento de Rede de Dados;;;3;3000,00;3;jul;05/07/2021;28/12/2021;2021
48901;4-Aduana;Equipamento de Radiação Restrita;;;418;94500,00;418;mai;31/05/2021;28/12/2021;2021
48902;4-Aduana;Equipamento óptico;;;605;15300,00;605;jul;05/07/2021;28/12/2021;2021
48904;4-Aduana;Equipamento de Radiação Restrita;;;122;30400,00;122;set;01/09/2021;28/12/2021;2021
48902;4-Aduana;Decodificador de sinal para SeAC;;;2;600,00;2;jul;05/07/2021;28/12/2021;2021
44101;4-Aduana;Equipamento de Radiação Restrita;13350;;;2775000,00;13350;dez;07/12/2020;28/12/2021;2020
48900;4-Aduana;SmartTV Box;;;12;3600,00;12;mai;05/05/2021;28/12/2021;2021
48904;4-Aduana;Equipamento óptico;;;69;8500,00;69;set;01/09/2021;28/12/2021;2021
44098;4-Aduana;SmartTV Box;5000;;;1500000,00;5000;dez;07/12/2020;28/12/2021;2020
43997;1-Comércio;Outros;;67;;95000,00;67;out;19/10/2021;28/12/2021;2021
48900;4-Aduana;Bloqueador de sinal (Jammer);;;1;8000,00;1;mai;05/05/2021;28/12/2021;2021
48902;4-Aduana;Antena;;;1;300,00;1;jul;05/07/2021;28/12/2021;2021
48900;4-Aduana;Equipamento óptico;;;464;9200,00;464;mai;05/05/2021;28/12/2021;2021
